"long","lat","location","category","n"
-2.238913,53.453749,"On or near Horace Barnes Close","Violence and sexual offences",2
-2.238757,53.479547,"On or near Pine Street","Shoplifting",2
-2.238683,53.477021,"On or near Hart Street","Theft from the person",2
-2.238637,53.482225,"On or near Shopping Area","Robbery",2
-2.238508,53.48343,"On or near Supermarket","Burglary",2
-2.238508,53.48343,"On or near Supermarket","Shoplifting",2
-2.238453,53.524696,"On or near Lakeside Rise","Violence and sexual offences",2
-2.238435,53.518728,"On or near Cliffdale Drive","Burglary",2
-2.238231,53.48246,"On or near Bridgewater Place","Shoplifting",2
-2.238118,53.448897,"On or near Thornton Road","Other theft",2
-2.238118,53.448897,"On or near Thornton Road","Violence and sexual offences",2
-2.238001,53.48451,"On or near Soap Street","Theft from the person",2
-2.237926,53.471081,"On or near Oxford Road","Robbery",2
-2.237895,53.487,"On or near Miller Street","Vehicle crime",2
-2.237712,53.478497,"On or near Silver Street","Other theft",2
-2.237712,53.478497,"On or near Silver Street","Violence and sexual offences",2
-2.237554,53.485418,"On or near Shudehill","Violence and sexual offences",2
-2.237536,53.474111,"On or near Charles Street","Other theft",2
-2.237527,53.475073,"On or near Nightclub","Theft from the person",2
-2.237362,53.483271,"On or near Red Lion Street","Violence and sexual offences",2
-2.237151,53.485985,"On or near Newbeck Street","Vehicle crime",2
-2.237033,53.489213,"On or near Mincing Street","Other theft",2
-2.236952,53.47733,"On or near Richmond Street","Robbery",2
-2.236952,53.47733,"On or near Richmond Street","Theft from the person",2
-2.236856,53.470912,"On or near Conference/Exhibition Centre","Theft from the person",2
-2.236247,53.478023,"On or near Parking Area","Other theft",2
-2.236205,53.508324,"On or near Shaftesbury Road","Violence and sexual offences",2
-2.236172,53.515991,"On or near Moorside Road","Burglary",2
-2.23616,53.505753,"On or near Hambridge Close","Burglary",2
-2.23616,53.505753,"On or near Hambridge Close","Violence and sexual offences",2
-2.235556,53.478375,"On or near Nightclub","Criminal damage and arson",2
-2.235556,53.478375,"On or near Nightclub","Other theft",2
-2.235481,53.475697,"On or near Sackville Street","Other theft",2
-2.235113,53.482736,"On or near Theatre/Concert Hall","Shoplifting",2
-2.235083,53.479976,"On or near Hope Street","Criminal damage and arson",2
-2.235083,53.479976,"On or near Hope Street","Other theft",2
-2.234929,53.482125,"On or near Dale Street","Theft from the person",2
-2.234867,53.511751,"On or near Further/Higher Educational Building","Violence and sexual offences",2
-2.234819,53.481316,"On or near Back Piccadilly","Violence and sexual offences",2
-2.234703,53.487527,"On or near Dyche Street","Vehicle crime",2
-2.234447,53.457659,"On or near Fairbank Avenue","Burglary",2
-2.234383,53.484157,"On or near Whittle Street","Criminal damage and arson",2
-2.234304,53.478144,"On or near Parking Area","Violence and sexual offences",2
-2.234176,53.484922,"On or near Foundry Lane","Violence and sexual offences",2
-2.23406,53.482962,"On or near Further/Higher Educational Building","Theft from the person",2
-2.233876,53.482495,"On or near Stevenson Square","Theft from the person",2
-2.233876,53.482495,"On or near Stevenson Square","Violence and sexual offences",2
-2.233507,53.486532,"On or near Mason Street","Vehicle crime",2
-2.233372,53.426318,"On or near Sandileigh Avenue","Criminal damage and arson",2
-2.233218,53.497076,"On or near Shopping Area","Violence and sexual offences",2
-2.233165,53.487351,"On or near Hatter Street","Violence and sexual offences",2
-2.23305,53.480133,"On or near Paton Street","Theft from the person",2
-2.233047,53.419137,"On or near Supermarket","Shoplifting",2
-2.232765,53.461267,"On or near Parking Area","Theft from the person",2
-2.232762,53.482686,"On or near Faraday Street","Violence and sexual offences",2
-2.23264,53.471316,"On or near Justin Close","Vehicle crime",2
-2.232539,53.480404,"On or near Dale Street","Criminal damage and arson",2
-2.232396,53.476341,"On or near Back Acton Street","Vehicle crime",2
-2.23236,53.480782,"On or near China Lane","Burglary",2
-2.231952,53.502687,"On or near Larkhill Walk","Criminal damage and arson",2
-2.231838,53.45424,"On or near Newark Avenue","Violence and sexual offences",2
-2.231704,53.484873,"On or near Luna Street","Criminal damage and arson",2
-2.231704,53.484873,"On or near Luna Street","Vehicle crime",2
-2.231605,53.455606,"On or near Deramore Street","Burglary",2
-2.231428,53.481278,"On or near Lizard Street","Other theft",2
-2.231383,53.503434,"On or near Haredale Drive","Burglary",2
-2.231003,53.483445,"On or near Little Ancoats Street","Criminal damage and arson",2
-2.23086,53.432121,"On or near Candleford Road","Other theft",2
-2.230778,53.453037,"On or near Newport Street","Violence and sexual offences",2
-2.230575,53.507328,"On or near Frome Drive","Violence and sexual offences",2
-2.230285,53.434288,"On or near Parking Area","Shoplifting",2
-2.229411,53.475987,"On or near Parking Area","Criminal damage and arson",2
-2.229411,53.475987,"On or near Parking Area","Vehicle crime",2
-2.229329,53.460887,"On or near Aberdeen Street","Public order",2
-2.229129,53.501974,"On or near Clibran Street","Burglary",2
-2.228922,53.410444,"On or near The Grove","Violence and sexual offences",2
-2.228702,53.433932,"On or near Supermarket","Shoplifting",2
-2.228667,53.475036,"On or near Buxton Street","Burglary",2
-2.228329,53.456934,"On or near Heald Grove","Burglary",2
-2.228303,53.443676,"On or near Petrol Station","Other theft",2
-2.227711,53.462436,"On or near Hospital","Criminal damage and arson",2
-2.227632,53.453268,"On or near Ellanby Close","Criminal damage and arson",2
-2.22753,53.431336,"On or near Ferngate Drive","Vehicle crime",2
-2.226456,53.458762,"On or near Parking Area","Burglary",2
-2.226456,53.458762,"On or near Parking Area","Shoplifting",2
-2.226371,53.4427,"On or near Carrington Road","Burglary",2
-2.226324,53.456614,"On or near Petrol Station","Other theft",2
-2.226324,53.456614,"On or near Petrol Station","Violence and sexual offences",2
-2.225915,53.419295,"On or near Veronica Road","Vehicle crime",2
-2.225879,53.457828,"On or near Rusholme Place","Drugs",2
-2.225879,53.457828,"On or near Rusholme Place","Violence and sexual offences",2
-2.22577,53.465595,"On or near Dryden Street","Other theft",2
-2.225621,53.457398,"On or near Banff Road","Other theft",2
-2.225395,53.440383,"On or near Barnsfold Avenue","Burglary",2
-2.225391,53.43685,"On or near Cape Street","Criminal damage and arson",2
-2.225391,53.43685,"On or near Cape Street","Violence and sexual offences",2
-2.225209,53.453506,"On or near Grandale Street","Violence and sexual offences",2
-2.224998,53.456455,"On or near Deyne Avenue","Violence and sexual offences",2
-2.224854,53.454765,"On or near Wilmslow Road","Violence and sexual offences",2
-2.224549,53.468312,"On or near Cunard Close","Criminal damage and arson",2
-2.224524,53.480698,"On or near Old Mill Street","Vehicle crime",2
-2.224496,53.435405,"On or near Nuneham Avenue","Vehicle crime",2
-2.223738,53.45448,"On or near Parking Area","Theft from the person",2
-2.223738,53.45448,"On or near Parking Area","Violence and sexual offences",2
-2.223712,53.452404,"On or near Whitecliff Close","Vehicle crime",2
-2.223459,53.429978,"On or near Cottonfield Road","Criminal damage and arson",2
-2.222962,53.470112,"On or near A6","Violence and sexual offences",2
-2.22283,53.442158,"On or near Wellington Road","Burglary",2
-2.222606,53.439561,"On or near Granville Road","Violence and sexual offences",2
-2.22247,53.488369,"On or near Butler Lane","Burglary",2
-2.222438,53.453574,"On or near Park Crescent","Public order",2
-2.222374,53.51608,"On or near Hawkins Close","Vehicle crime",2
-2.221935,53.409064,"On or near Parking Area","Burglary",2
-2.221809,53.471588,"On or near St Gregorys Road","Burglary",2
-2.22179,53.441873,"On or near Sherwood Avenue","Burglary",2
-2.221199,53.438197,"On or near Petrol Station","Other theft",2
-2.220487,53.431574,"On or near Fairholme Road","Burglary",2
-2.220487,53.431574,"On or near Fairholme Road","Vehicle crime",2
-2.220473,53.443412,"On or near Landcross Road","Vehicle crime",2
-2.2204,53.47284,"On or near Union Street","Criminal damage and arson",2
-2.220014,53.471008,"On or near Harkness Street","Burglary",2
-2.219996,53.525738,"On or near French Barn Lane","Burglary",2
-2.219731,53.407504,"On or near Wilmslow Road","Violence and sexual offences",2
-2.219207,53.451917,"On or near Moon Grove","Violence and sexual offences",2
-2.219105,53.438012,"On or near Brook Road","Other theft",2
-2.218904,53.419353,"On or near Elgin Avenue","Violence and sexual offences",2
-2.218628,53.441789,"On or near Wilmslow Road","Other theft",2
-2.218538,53.438903,"On or near Clifton Avenue","Burglary",2
-2.21837,53.473581,"On or near North Western Street","Burglary",2
-2.217996,53.479946,"On or near Snell Street","Vehicle crime",2
-2.217903,53.500107,"On or near Needwood Close","Burglary",2
-2.21696,53.460164,"On or near Vax Road","Burglary",2
-2.2169,53.525088,"On or near The Fold","Violence and sexual offences",2
-2.216145,53.439123,"On or near Ashlyn Grove","Burglary",2
-2.216109,53.485252,"On or near Halmore Road","Violence and sexual offences",2
-2.21599,53.48252,"On or near Crossley Court","Public order",2
-2.215589,53.507491,"On or near Shiredale Drive","Criminal damage and arson",2
-2.215574,53.534294,"On or near Nelson Road","Criminal damage and arson",2
-2.214639,53.438973,"On or near Cedar Grove","Burglary",2
-2.214543,53.425868,"On or near Ashdale Drive","Public order",2
-2.214434,53.437086,"On or near Exbury Street","Burglary",2
-2.214187,53.435819,"On or near Ellesmere Terrace","Violence and sexual offences",2
-2.213785,53.463621,"On or near Markfield Avenue","Public order",2
-2.212992,53.458616,"On or near Daisy Bank Road","Violence and sexual offences",2
-2.212736,53.512943,"On or near Shopping Area","Public order",2
-2.212476,53.488009,"On or near Darton Avenue","Criminal damage and arson",2
-2.212399,53.460604,"On or near Portland Crescent","Burglary",2
-2.212399,53.460604,"On or near Portland Crescent","Possession of weapons",2
-2.212399,53.460604,"On or near Portland Crescent","Violence and sexual offences",2
-2.212104,53.486051,"On or near Lanstead Drive","Criminal damage and arson",2
-2.211832,53.525061,"On or near Rockmead Drive","Criminal damage and arson",2
-2.211483,53.455158,"On or near Upper Kent Road","Burglary",2
-2.211483,53.455158,"On or near Upper Kent Road","Violence and sexual offences",2
-2.211192,53.460156,"On or near Beeton Grove","Violence and sexual offences",2
-2.211175,53.435465,"On or near Park View","Burglary",2
-2.210836,53.509881,"On or near Annis Street","Other theft",2
-2.210818,53.512218,"On or near Supermarket","Theft from the person",2
-2.210818,53.512218,"On or near Supermarket","Violence and sexual offences",2
-2.209942,53.514979,"On or near Dalbeattie Street","Violence and sexual offences",2
-2.20986,53.464833,"On or near Langport Avenue","Burglary",2
-2.209696,53.508067,"On or near Brentford Street","Other crime",2
-2.209027,53.525165,"On or near Hurstway Drive","Violence and sexual offences",2
-2.208839,53.453266,"On or near Kelstern Avenue","Burglary",2
-2.208761,53.42818,"On or near Thornfield Road","Violence and sexual offences",2
-2.20838,53.461069,"On or near Police Station","Violence and sexual offences",2
-2.207615,53.433862,"On or near Petrol Station","Other theft",2
-2.207442,53.497321,"On or near Beckford Street","Other theft",2
-2.207438,53.530363,"On or near Dunster Avenue","Vehicle crime",2
-2.207085,53.436452,"On or near Talbot Road","Violence and sexual offences",2
-2.20696,53.451005,"On or near Hetton Avenue","Violence and sexual offences",2
-2.206693,53.510571,"On or near Augustine Webster Close","Violence and sexual offences",2
-2.206316,53.470259,"On or near Anthony Close","Violence and sexual offences",2
-2.205592,53.442117,"On or near Petrol Station","Shoplifting",2
-2.204999,53.453336,"On or near Stamford Road","Vehicle crime",2
-2.204193,53.511259,"On or near Fram Street","Violence and sexual offences",2
-2.203445,53.490488,"On or near Bradford Road","Vehicle crime",2
-2.203247,53.423812,"On or near Moorcroft Drive","Violence and sexual offences",2
-2.202635,53.443785,"On or near Kingsmere Avenue","Burglary",2
-2.200661,53.507238,"On or near Holmfield Avenue","Other theft",2
-2.200409,53.428401,"On or near Ashburn Avenue","Public order",2
-2.200236,53.455654,"On or near Rainforth Street","Other theft",2
-2.200236,53.455654,"On or near Rainforth Street","Violence and sexual offences",2
-2.199414,53.43127,"On or near Ascot Parade","Violence and sexual offences",2
-2.198584,53.456448,"On or near Chell Street","Shoplifting",2
-2.198139,53.480699,"On or near Newcombe Close","Vehicle crime",2
-2.196926,53.443318,"On or near Beech Range","Burglary",2
-2.196744,53.433153,"On or near Arbor Avenue","Violence and sexual offences",2
-2.195845,53.476631,"On or near Kirkstead Close","Other theft",2
-2.195343,53.452516,"On or near Cayton Street","Public order",2
-2.195216,53.506897,"On or near Waterson Avenue","Other theft",2
-2.195034,53.513216,"On or near Stovell Road","Violence and sexual offences",2
-2.195011,53.481864,"On or near Ashton New Road","Bicycle theft",2
-2.195011,53.481864,"On or near Ashton New Road","Possession of weapons",2
-2.19353,53.497479,"On or near Makkah Close","Violence and sexual offences",2
-2.192152,53.506102,"On or near Willowbrook Avenue","Burglary",2
-2.191399,53.442887,"On or near Ethel Terrace","Theft from the person",2
-2.191399,53.442887,"On or near Ethel Terrace","Violence and sexual offences",2
-2.191058,53.443966,"On or near Bankley Street","Criminal damage and arson",2
-2.190127,53.528684,"On or near Moorway Drive","Other theft",2
-2.189422,53.441829,"On or near Southyard Street","Burglary",2
